id,name,bugs,cyclomatic
1594,org.apache.hadoop.metrics2.impl.MetricsConfig.keys(),0,1
1595,org.apache.hadoop.metrics2.impl.MetricsConfig.loadFirst(),0,4
1596,org.apache.hadoop.metrics2.impl.MetricsConfig.subset(),0,1
1597,org.apache.hadoop.metrics2.impl.MetricsConfig.toString(),0,2
1598,org.apache.hadoop.util.bloom.HashFunction.clear(),0,1
1599,org.apache.hadoop.util.bloom.HashFunction.hash(),0,4
1600,org.apache.hadoop.util.ReflectionUtils.clearCache(),0,1
1601,org.apache.hadoop.util.ReflectionUtils.cloneWritableInto(),0,1
1602,org.apache.hadoop.util.ReflectionUtils.copy(),0,1
1603,org.apache.hadoop.util.ReflectionUtils.getCacheSize(),0,1
1604,org.apache.hadoop.util.ReflectionUtils.getClass(),0,1
1605,org.apache.hadoop.util.ReflectionUtils.logThreadInfo(),0,5
1606,org.apache.hadoop.util.ReflectionUtils.newInstance(),0,3
1607,org.apache.hadoop.util.ReflectionUtils.printThreadInfo(),0,7
1608,org.apache.hadoop.util.ReflectionUtils.setConf(),0,3
1609,org.apache.hadoop.util.ReflectionUtils.setContentionTracing(),0,1
1610,org.apache.hadoop.fs.FileContext.clearStatistics(),0,1
1611,org.apache.hadoop.fs.FileContext.create(),5,2
1612,org.apache.hadoop.fs.FileContext.createSymlink(),1,2
1613,org.apache.hadoop.fs.FileContext.delete(),1,1
1614,org.apache.hadoop.fs.FileContext.deleteOnExit(),1,4
1615,org.apache.hadoop.fs.FileContext.getAllStatistics(),0,1
1616,org.apache.hadoop.fs.FileContext.getDefaultFileSystem(),0,1
1617,org.apache.hadoop.fs.FileContext.getDelegationTokens(),0,2
1618,org.apache.hadoop.fs.FileContext.getFileBlockLocations(),1,1
1619,org.apache.hadoop.fs.FileContext.getFileChecksum(),1,1
1620,org.apache.hadoop.fs.FileContext.getFileContext(),1,1
1621,org.apache.hadoop.fs.FileContext.getFileLinkStatus(),1,1
1622,org.apache.hadoop.fs.FileContext.getFileStatus(),1,1
1623,org.apache.hadoop.fs.FileContext.getFsStatus(),1,2
1624,org.apache.hadoop.fs.FileContext.getHomeDirectory(),0,1
1625,org.apache.hadoop.fs.FileContext.getLinkTarget(),1,1
1626,org.apache.hadoop.fs.FileContext.getLocalFSFileContext(),0,1
1627,org.apache.hadoop.fs.FileContext.getStatistics(),0,1
1628,org.apache.hadoop.fs.FileContext.getUgi(),0,1
1629,org.apache.hadoop.fs.FileContext.getUMask(),1,1
1630,org.apache.hadoop.fs.FileContext.getWorkingDirectory(),0,1
1631,org.apache.hadoop.fs.FileContext.listCorruptFileBlocks(),1,1
1632,org.apache.hadoop.fs.FileContext.listLocatedStatus(),1,1
1633,org.apache.hadoop.fs.FileContext.listStatus(),1,1
1634,org.apache.hadoop.fs.FileContext.makeQualified(),0,1
1635,org.apache.hadoop.fs.FileContext.mkdir(),5,2
1636,org.apache.hadoop.fs.FileContext.open(),1,1
1637,org.apache.hadoop.fs.FileContext.printStatistics(),0,1
1638,org.apache.hadoop.fs.FileContext.processDeleteOnExit(),0,4
1639,org.apache.hadoop.fs.FileContext.rename(),1,3
1640,org.apache.hadoop.fs.FileContext.resolve(),0,1
1641,org.apache.hadoop.fs.FileContext.resolveAbstractFileSystems(),1,1
1642,org.apache.hadoop.fs.FileContext.resolveIntermediate(),0,1
1643,org.apache.hadoop.fs.FileContext.resolvePath(),0,1
1644,org.apache.hadoop.fs.FileContext.setOwner(),1,2
1645,org.apache.hadoop.fs.FileContext.setPermission(),1,1
1646,org.apache.hadoop.fs.FileContext.setReplication(),1,1
1647,org.apache.hadoop.fs.FileContext.setTimes(),1,1
1648,org.apache.hadoop.fs.FileContext.setUMask(),1,1
1649,org.apache.hadoop.fs.FileContext.setVerifyChecksum(),1,1
1650,org.apache.hadoop.fs.FileContext.setWorkingDirectory(),0,2
1651,org.apache.hadoop.fs.FileContext.util(),0,1
1652,org.apache.hadoop.security.KerberosInfo.clientPrincipal(),0,0
1653,org.apache.hadoop.security.KerberosInfo.serverPrincipal(),0,0
1654,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.clone(),0,1
1655,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.compareTo(),0,4
1656,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.equals(),0,6
1657,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.getBlockIndex(),0,1
1658,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.getRecordIndex(),0,1
1659,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.hashCode(),0,1
1660,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.incRecordIndex(),0,1
1661,org.apache.hadoop.io.file.tfile.TFile.Reader.Location.set(),0,1
1662,org.apache.hadoop.io.WritableUtils.clone(),0,2
1663,org.apache.hadoop.io.WritableUtils.cloneInto(),0,1
1664,org.apache.hadoop.io.WritableUtils.decodeVIntSize(),0,3
1665,org.apache.hadoop.io.WritableUtils.displayByteArray(),0,3
1666,org.apache.hadoop.io.WritableUtils.getVIntSize(),0,3
1667,org.apache.hadoop.io.WritableUtils.isNegativeVInt(),0,1
1668,org.apache.hadoop.io.WritableUtils.readCompressedByteArray(),0,3
1669,org.apache.hadoop.io.WritableUtils.readCompressedString(),0,2
1670,org.apache.hadoop.io.WritableUtils.readCompressedStringArray(),0,3
1671,org.apache.hadoop.io.WritableUtils.readEnum(),0,1
1672,org.apache.hadoop.io.WritableUtils.readString(),0,2
1673,org.apache.hadoop.io.WritableUtils.readStringArray(),0,3
1674,org.apache.hadoop.io.WritableUtils.readStringSafely(),0,2
1675,org.apache.hadoop.io.WritableUtils.readVInt(),0,2
1676,org.apache.hadoop.io.WritableUtils.readVLong(),0,4
1677,org.apache.hadoop.io.WritableUtils.skipCompressedByteArray(),0,2
1678,org.apache.hadoop.io.WritableUtils.skipFully(),0,3
1679,org.apache.hadoop.io.WritableUtils.toByteArray(),0,3
1680,org.apache.hadoop.io.WritableUtils.writeCompressedByteArray(),0,3
1681,org.apache.hadoop.io.WritableUtils.writeCompressedString(),0,2
1682,org.apache.hadoop.io.WritableUtils.writeCompressedStringArray(),0,3
1683,org.apache.hadoop.io.WritableUtils.writeEnum(),0,1
1684,org.apache.hadoop.io.WritableUtils.writeString(),0,2
1685,org.apache.hadoop.io.WritableUtils.writeStringArray(),0,2
1686,org.apache.hadoop.io.WritableUtils.writeVInt(),0,1
1687,org.apache.hadoop.io.WritableUtils.writeVLong(),0,6
1688,org.apache.hadoop.io.SequenceFile.Sorter.cloneFileAttributes(),0,1
1689,org.apache.hadoop.io.SequenceFile.Sorter.getFactor(),0,1
1690,org.apache.hadoop.io.SequenceFile.Sorter.getMemory(),0,1
1691,org.apache.hadoop.io.SequenceFile.Sorter.merge(),0,1
1692,org.apache.hadoop.io.SequenceFile.Sorter.setFactor(),0,1
1693,org.apache.hadoop.io.SequenceFile.Sorter.setMemory(),0,1
1694,org.apache.hadoop.io.SequenceFile.Sorter.setProgressable(),0,1
1695,org.apache.hadoop.io.SequenceFile.Sorter.sort(),0,1
1696,org.apache.hadoop.io.SequenceFile.Sorter.sortAndIterate(),0,4
1697,org.apache.hadoop.io.SequenceFile.Sorter.writeFile(),0,2
1698,org.apache.hadoop.fs.AvroFSInput.close(),0,1
1699,org.apache.hadoop.fs.AvroFSInput.length(),0,1
1700,org.apache.hadoop.fs.AvroFSInput.read(),0,1
1701,org.apache.hadoop.fs.AvroFSInput.seek(),0,1
1702,org.apache.hadoop.fs.AvroFSInput.tell(),0,1
1703,org.apache.hadoop.fs.FSDataOutputStream.close(),0,1
1704,org.apache.hadoop.fs.FSDataOutputStream.getPos(),0,1
1705,org.apache.hadoop.fs.FSDataOutputStream.getWrappedStream(),0,1
1706,org.apache.hadoop.fs.FSDataOutputStream.hflush(),0,2
1707,org.apache.hadoop.fs.FSDataOutputStream.hsync(),0,2
1708,org.apache.hadoop.fs.FSDataOutputStream.sync(),0,0
1709,org.apache.hadoop.fs.FsShell.close(),1,2
1710,org.apache.hadoop.fs.FsShell.getCurrentTrashDir(),0,1
1711,org.apache.hadoop.fs.FsShell.getFS(),0,2
1712,org.apache.hadoop.fs.FsShell.getTrash(),0,2
1713,org.apache.hadoop.fs.FsShell.init(),4,2
1714,org.apache.hadoop.fs.FsShell.main(),1,1
1715,org.apache.hadoop.fs.FsShell.newShellInstance(),0,1
1716,org.apache.hadoop.fs.FsShell.registerCommands(),0,2
1717,org.apache.hadoop.fs.FsShell.run(),2,9
1718,org.apache.hadoop.fs.ftp.FTPInputStream.close(),0,4
1719,org.apache.hadoop.fs.ftp.FTPInputStream.getPos(),0,1
1720,org.apache.hadoop.fs.ftp.FTPInputStream.mark(),0,1
1721,org.apache.hadoop.fs.ftp.FTPInputStream.markSupported(),0,1
1722,org.apache.hadoop.fs.ftp.FTPInputStream.read(),0,4
1723,org.apache.hadoop.fs.ftp.FTPInputStream.reset(),0,1
1724,org.apache.hadoop.fs.ftp.FTPInputStream.seek(),0,1
1725,org.apache.hadoop.fs.ftp.FTPInputStream.seekToNewSource(),0,1
1726,org.apache.hadoop.fs.kfs.KFSOutputStream.close(),0,0
1727,org.apache.hadoop.fs.kfs.KFSOutputStream.flush(),0,0
1728,org.apache.hadoop.fs.kfs.KFSOutputStream.getPos(),0,0
1729,org.apache.hadoop.fs.kfs.KFSOutputStream.write(),0,0
1730,org.apache.hadoop.fs.RawLocalFileSystem.LocalFSFileOutputStream.close(),0,1
1731,org.apache.hadoop.fs.RawLocalFileSystem.LocalFSFileOutputStream.flush(),0,1
1732,org.apache.hadoop.fs.RawLocalFileSystem.LocalFSFileOutputStream.write(),0,2
1733,org.apache.hadoop.fs.s3.S3OutputStream.close(),0,0
1734,org.apache.hadoop.fs.s3.S3OutputStream.flush(),0,0
1735,org.apache.hadoop.fs.s3.S3OutputStream.getPos(),0,0
1736,org.apache.hadoop.fs.s3.S3OutputStream.write(),0,0
1737,org.apache.hadoop.fs.s3native.NativeS3FileSystem.NativeS3FsInputStream.close(),0,0
1738,org.apache.hadoop.fs.s3native.NativeS3FileSystem.NativeS3FsInputStream.getPos(),0,0
1739,org.apache.hadoop.fs.s3native.NativeS3FileSystem.NativeS3FsInputStream.read(),0,0
1740,org.apache.hadoop.fs.s3native.NativeS3FileSystem.NativeS3FsInputStream.seek(),0,0
1741,org.apache.hadoop.fs.s3native.NativeS3FileSystem.NativeS3FsInputStream.seekToNewSource(),0,0
1742,org.apache.hadoop.fs.shell.Display.TextRecordInputStream.close(),0,1
1743,org.apache.hadoop.fs.shell.Display.TextRecordInputStream.read(),0,3
1744,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.close(),0,3
1745,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.getProcessedByteCount(),0,1
1746,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.numberOfBytesTillNextMarker(),0,1
1747,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.read(),0,9
1748,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.reportCRCError(),0,1
1749,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.skipToNextMarker(),0,7
1750,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.updateProcessedByteCount(),0,1
1751,org.apache.hadoop.io.compress.bzip2.CBZip2InputStream.updateReportedByteCount(),0,1
1752,org.apache.hadoop.io.compress.CompressionInputStream.close(),1,2
1753,org.apache.hadoop.io.compress.CompressionInputStream.getPos(),0,2
1754,org.apache.hadoop.io.compress.CompressionInputStream.read(),0,0
1755,org.apache.hadoop.io.compress.CompressionInputStream.resetState(),0,0
1756,org.apache.hadoop.io.compress.CompressionInputStream.seek(),0,1
1757,org.apache.hadoop.io.compress.CompressionInputStream.seekToNewSource(),0,1
1758,org.apache.hadoop.io.compress.CompressionOutputStream.close(),1,2
1759,org.apache.hadoop.io.compress.CompressionOutputStream.finish(),0,0
1760,org.apache.hadoop.io.compress.CompressionOutputStream.flush(),0,1
1761,org.apache.hadoop.io.compress.CompressionOutputStream.resetState(),0,0
1762,org.apache.hadoop.io.compress.CompressionOutputStream.write(),0,0
1763,org.apache.hadoop.io.compress.CompressorStream.close(),1,2
1764,org.apache.hadoop.io.compress.CompressorStream.compress(),0,2
1765,org.apache.hadoop.io.compress.CompressorStream.finish(),0,3
1766,org.apache.hadoop.io.compress.CompressorStream.resetState(),0,1
1767,org.apache.hadoop.io.compress.CompressorStream.write(),0,1
1768,org.apache.hadoop.io.compress.GzipCodec.GzipOutputStream.close(),0,1
1769,org.apache.hadoop.io.compress.GzipCodec.GzipOutputStream.finish(),0,1
1770,org.apache.hadoop.io.compress.GzipCodec.GzipOutputStream.flush(),0,1
1771,org.apache.hadoop.io.compress.GzipCodec.GzipOutputStream.resetState(),0,1
1772,org.apache.hadoop.io.compress.GzipCodec.GzipOutputStream.write(),0,1
1773,org.apache.hadoop.io.DefaultStringifier.close(),0,1
1774,org.apache.hadoop.io.DefaultStringifier.fromString(),0,2
1775,org.apache.hadoop.io.DefaultStringifier.load(),0,1
1776,org.apache.hadoop.io.DefaultStringifier.loadArray(),0,3
1777,org.apache.hadoop.io.DefaultStringifier.store(),0,1
1778,org.apache.hadoop.io.DefaultStringifier.storeArray(),0,2
1779,org.apache.hadoop.io.DefaultStringifier.toString(),0,1
1780,org.apache.hadoop.io.file.tfile.BCFile.Reader.BlockReader.close(),0,2
1781,org.apache.hadoop.io.file.tfile.BCFile.Reader.BlockReader.getCompressedSize(),0,1
1782,org.apache.hadoop.io.file.tfile.BCFile.Reader.BlockReader.getCompressionName(),0,1
1783,org.apache.hadoop.io.file.tfile.BCFile.Reader.BlockReader.getRawSize(),0,1
1784,org.apache.hadoop.io.file.tfile.BCFile.Reader.BlockReader.getStartPos(),0,1
1785,org.apache.hadoop.io.file.tfile.BCFile.Reader.close(),0,1
1786,org.apache.hadoop.io.file.tfile.BCFile.Reader.getAPIVersion(),0,1
1787,org.apache.hadoop.io.file.tfile.BCFile.Reader.getBCFileVersion(),0,1
1788,org.apache.hadoop.io.file.tfile.BCFile.Reader.getBlockCount(),0,1
1789,org.apache.hadoop.io.file.tfile.BCFile.Reader.getBlockIndexNear(),0,2
1790,org.apache.hadoop.io.file.tfile.BCFile.Reader.getDataBlock(),0,2
1791,org.apache.hadoop.io.file.tfile.BCFile.Reader.getDefaultCompressionName(),0,1
1792,org.apache.hadoop.io.file.tfile.BCFile.Reader.getMetaBlock(),0,2
1793,org.apache.hadoop.io.file.tfile.BCFile.Writer.BlockAppender.close(),0,2
1794,org.apache.hadoop.io.file.tfile.BCFile.Writer.BlockAppender.flush(),0,1
1795,org.apache.hadoop.io.file.tfile.BCFile.Writer.BlockAppender.getCompressedSize(),0,1
1796,org.apache.hadoop.io.file.tfile.BCFile.Writer.BlockAppender.getRawSize(),0,1
1797,org.apache.hadoop.io.file.tfile.BCFile.Writer.close(),0,4
1798,org.apache.hadoop.io.file.tfile.BCFile.Writer.prepareDataBlock(),0,3
1799,org.apache.hadoop.io.file.tfile.BCFile.Writer.prepareMetaBlock(),0,1
1800,org.apache.hadoop.io.file.tfile.Chunk.ChunkEncoder.close(),0,2
1801,org.apache.hadoop.io.file.tfile.Chunk.ChunkEncoder.flush(),0,1
1802,org.apache.hadoop.io.file.tfile.Chunk.ChunkEncoder.write(),0,2
1803,org.apache.hadoop.io.file.tfile.Chunk.SingleChunkEncoder.close(),0,3
1804,org.apache.hadoop.io.file.tfile.Chunk.SingleChunkEncoder.flush(),0,1
1805,org.apache.hadoop.io.file.tfile.Chunk.SingleChunkEncoder.write(),0,2
1806,org.apache.hadoop.io.MapFile.Reader.close(),0,2
1807,org.apache.hadoop.io.MapFile.Reader.comparator(),0,1
1808,org.apache.hadoop.io.MapFile.Reader.createDataFileReader(),0,1
1809,org.apache.hadoop.io.MapFile.Reader.finalKey(),0,3
1810,org.apache.hadoop.io.MapFile.Reader.get(),0,2
1811,org.apache.hadoop.io.MapFile.Reader.getClosest(),0,2
1812,org.apache.hadoop.io.MapFile.Reader.getKeyClass(),0,1
1813,org.apache.hadoop.io.MapFile.Reader.getValueClass(),0,1
1814,org.apache.hadoop.io.MapFile.Reader.midKey(),0,2
1815,org.apache.hadoop.io.MapFile.Reader.next(),0,1
1816,org.apache.hadoop.io.MapFile.Reader.open(),0,2
1817,org.apache.hadoop.io.MapFile.Reader.reset(),0,1
1818,org.apache.hadoop.io.MapFile.Reader.seek(),0,1
1819,org.apache.hadoop.io.retry.DefaultFailoverProxyProvider.close(),0,1
1820,org.apache.hadoop.io.retry.DefaultFailoverProxyProvider.getInterface(),0,1
1821,org.apache.hadoop.io.retry.DefaultFailoverProxyProvider.getProxy(),0,1
1822,org.apache.hadoop.io.retry.DefaultFailoverProxyProvider.performFailover(),0,1
1823,org.apache.hadoop.io.retry.RetryInvocationHandler.close(),0,1
1824,org.apache.hadoop.io.retry.RetryInvocationHandler.invoke(),2,5
1825,org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.close(),0,0
1826,org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.getKey(),0,0
1827,org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.getProgress(),0,0
1828,org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.getValue(),0,0
1829,org.apache.hadoop.io.SequenceFile.Sorter.RawKeyValueIterator.next(),0,0
1830,org.apache.hadoop.io.serializer.avro.AvroSerialization.AvroDeserializer.close(),0,1
1831,org.apache.hadoop.io.serializer.avro.AvroSerialization.AvroDeserializer.deserialize(),0,1
1832,org.apache.hadoop.io.serializer.avro.AvroSerialization.AvroDeserializer.open(),0,1
1833,org.apache.hadoop.io.serializer.avro.AvroSerialization.AvroSerializer.close(),0,1
1834,org.apache.hadoop.io.serializer.avro.AvroSerialization.AvroSerializer.open(),0,1
1835,org.apache.hadoop.io.serializer.avro.AvroSerialization.AvroSerializer.serialize(),0,1
1836,org.apache.hadoop.io.serializer.Deserializer.close(),0,0
1837,org.apache.hadoop.io.serializer.Deserializer.deserialize(),0,0
1838,org.apache.hadoop.io.serializer.Deserializer.open(),0,0
1839,org.apache.hadoop.io.serializer.JavaSerialization.JavaSerializationDeserializer.close(),0,1
1840,org.apache.hadoop.io.serializer.JavaSerialization.JavaSerializationDeserializer.deserialize(),0,2
1841,org.apache.hadoop.io.serializer.JavaSerialization.JavaSerializationDeserializer.open(),0,1
1842,org.apache.hadoop.io.serializer.JavaSerialization.JavaSerializationSerializer.close(),0,1
1843,org.apache.hadoop.io.serializer.JavaSerialization.JavaSerializationSerializer.open(),0,1
1844,org.apache.hadoop.io.serializer.JavaSerialization.JavaSerializationSerializer.serialize(),0,1
1845,org.apache.hadoop.io.serializer.Serializer.close(),0,0
1846,org.apache.hadoop.io.serializer.Serializer.open(),0,0
1847,org.apache.hadoop.io.serializer.Serializer.serialize(),0,0
1848,org.apache.hadoop.io.serializer.WritableSerialization.WritableDeserializer.close(),0,1
1849,org.apache.hadoop.io.serializer.WritableSerialization.WritableDeserializer.deserialize(),0,2
1850,org.apache.hadoop.io.serializer.WritableSerialization.WritableDeserializer.open(),0,2
1851,org.apache.hadoop.io.serializer.WritableSerialization.WritableSerializer.close(),0,1
1852,org.apache.hadoop.io.serializer.WritableSerialization.WritableSerializer.open(),0,2
1853,org.apache.hadoop.io.serializer.WritableSerialization.WritableSerializer.serialize(),0,1
1854,org.apache.hadoop.io.Stringifier.close(),0,0
1855,org.apache.hadoop.io.Stringifier.fromString(),0,0
1856,org.apache.hadoop.io.Stringifier.toString(),0,0
1857,org.apache.hadoop.metrics.ganglia.GangliaContext.close(),0,0
1858,org.apache.hadoop.metrics.ganglia.GangliaContext.emitMetric(),0,0
1859,org.apache.hadoop.metrics.ganglia.GangliaContext.emitRecord(),0,0
1860,org.apache.hadoop.metrics.ganglia.GangliaContext.getDmax(),0,0
1861,org.apache.hadoop.metrics.ganglia.GangliaContext.getSlope(),0,0
1862,org.apache.hadoop.metrics.ganglia.GangliaContext.getTmax(),0,0
1863,org.apache.hadoop.metrics.ganglia.GangliaContext.getUnits(),0,0
1864,org.apache.hadoop.metrics.ganglia.GangliaContext.init(),0,0
1865,org.apache.hadoop.metrics.ganglia.GangliaContext.xdr_int(),0,0
1866,org.apache.hadoop.metrics.ganglia.GangliaContext.xdr_string(),0,0
1867,org.apache.hadoop.metrics.MetricsContext.close(),0,0
1868,org.apache.hadoop.metrics.MetricsContext.createRecord(),0,0
1869,org.apache.hadoop.metrics.MetricsContext.getAllRecords(),0,0
1870,org.apache.hadoop.metrics.MetricsContext.getContextName(),0,0
1871,org.apache.hadoop.metrics.MetricsContext.getPeriod(),0,0
1872,org.apache.hadoop.metrics.MetricsContext.init(),0,0
1873,org.apache.hadoop.metrics.MetricsContext.isMonitoring(),0,0
1874,org.apache.hadoop.metrics.MetricsContext.registerUpdater(),0,0
1875,org.apache.hadoop.metrics.MetricsContext.startMonitoring(),0,0
1876,org.apache.hadoop.metrics.MetricsContext.stopMonitoring(),0,0
1877,org.apache.hadoop.metrics.MetricsContext.unregisterUpdater(),0,0
1878,org.apache.hadoop.metrics.spi.AbstractMetricsContext.close(),0,0
1879,org.apache.hadoop.metrics.spi.AbstractMetricsContext.createRecord(),0,0
1880,org.apache.hadoop.metrics.spi.AbstractMetricsContext.emitRecord(),0,0
1881,org.apache.hadoop.metrics.spi.AbstractMetricsContext.flush(),0,0
1882,org.apache.hadoop.metrics.spi.AbstractMetricsContext.getAllRecords(),0,0
1883,org.apache.hadoop.metrics.spi.AbstractMetricsContext.getAttribute(),0,0
1884,org.apache.hadoop.metrics.spi.AbstractMetricsContext.getAttributeTable(),0,0
1885,org.apache.hadoop.metrics.spi.AbstractMetricsContext.getContextFactory(),0,0
1886,org.apache.hadoop.metrics.spi.AbstractMetricsContext.getContextName(),0,0
1887,org.apache.hadoop.metrics.spi.AbstractMetricsContext.getPeriod(),0,0
1888,org.apache.hadoop.metrics.spi.AbstractMetricsContext.init(),0,0
1889,org.apache.hadoop.metrics.spi.AbstractMetricsContext.isMonitoring(),0,0
1890,org.apache.hadoop.metrics.spi.AbstractMetricsContext.newRecord(),0,0
1891,org.apache.hadoop.metrics.spi.AbstractMetricsContext.parseAndSetPeriod(),0,0
1892,org.apache.hadoop.metrics.spi.AbstractMetricsContext.registerUpdater(),0,0
1893,org.apache.hadoop.metrics.spi.AbstractMetricsContext.remove(),0,0
1894,org.apache.hadoop.metrics.spi.AbstractMetricsContext.setPeriod(),0,0
1895,org.apache.hadoop.metrics.spi.AbstractMetricsContext.startMonitoring(),0,0
1896,org.apache.hadoop.metrics.spi.AbstractMetricsContext.stopMonitoring(),0,0
1897,org.apache.hadoop.metrics.spi.AbstractMetricsContext.unregisterUpdater(),0,0
1898,org.apache.hadoop.metrics.spi.AbstractMetricsContext.update(),0,0
1899,org.apache.hadoop.metrics.spi.CompositeContext.close(),0,0
1900,org.apache.hadoop.metrics.spi.CompositeContext.emitRecord(),0,0
1901,org.apache.hadoop.metrics.spi.CompositeContext.flush(),0,0
1902,org.apache.hadoop.metrics.spi.CompositeContext.init(),0,0
1903,org.apache.hadoop.metrics.spi.CompositeContext.isMonitoring(),0,0
1904,org.apache.hadoop.metrics.spi.CompositeContext.newRecord(),0,0
1905,org.apache.hadoop.metrics.spi.CompositeContext.registerUpdater(),0,0
1906,org.apache.hadoop.metrics.spi.CompositeContext.startMonitoring(),0,0
1907,org.apache.hadoop.metrics.spi.CompositeContext.stopMonitoring(),0,0
1908,org.apache.hadoop.metrics.spi.CompositeContext.unregisterUpdater(),0,0
1909,org.apache.hadoop.net.SocketInputStream.close(),0,1
1910,org.apache.hadoop.net.SocketInputStream.getChannel(),0,1
1911,org.apache.hadoop.net.SocketInputStream.isOpen(),0,1
1912,org.apache.hadoop.net.SocketInputStream.read(),0,1
1913,org.apache.hadoop.net.SocketInputStream.waitForReadable(),0,1
1914,org.apache.hadoop.net.SocketOutputStream.close(),0,1
1915,org.apache.hadoop.net.SocketOutputStream.getChannel(),0,1
1916,org.apache.hadoop.net.SocketOutputStream.isOpen(),0,1
1917,org.apache.hadoop.net.SocketOutputStream.transferToFully(),0,1
1918,org.apache.hadoop.net.SocketOutputStream.waitForWritable(),0,1
1919,org.apache.hadoop.net.SocketOutputStream.write(),0,1
1920,org.apache.hadoop.security.SaslOutputStream.close(),0,1
1921,org.apache.hadoop.security.SaslOutputStream.flush(),0,1
1922,org.apache.hadoop.security.SaslOutputStream.write(),0,6
1923,org.apache.hadoop.util.LineReader.close(),0,1
1924,org.apache.hadoop.util.LineReader.readLine(),0,1
1925,org.apache.hadoop.fs.FileSystem.Cache.closeAll(),0,6
1926,org.apache.hadoop.fs.FileSystem.Cache.get(),0,1
1927,org.apache.hadoop.fs.FileSystem.Cache.getUnique(),0,1
1928,org.apache.hadoop.fs.FileSystem.Cache.remove(),2,3
1929,org.apache.hadoop.fs.permission.PermissionParser.combineModes(),0,1
1930,org.apache.hadoop.fs.permission.PermissionParser.combineModeSegments(),0,6
1931,org.apache.hadoop.io.BooleanWritable.Comparator.compare(),0,1
1932,org.apache.hadoop.io.BytesWritable.Comparator.compare(),0,1
1933,org.apache.hadoop.io.ByteWritable.Comparator.compare(),0,3
1934,org.apache.hadoop.io.DoubleWritable.Comparator.compare(),0,1
1935,org.apache.hadoop.io.file.tfile.CompareUtils.BytesComparator.compare(),0,1
1936,org.apache.hadoop.io.file.tfile.CompareUtils.MemcmpRawComparator.compare(),0,1
1937,org.apache.hadoop.io.file.tfile.CompareUtils.ScalarComparator.compare(),0,3
1938,org.apache.hadoop.io.FloatWritable.Comparator.compare(),0,1
1939,org.apache.hadoop.io.IntWritable.Comparator.compare(),0,3
1940,org.apache.hadoop.io.LongWritable.Comparator.compare(),0,3
1941,org.apache.hadoop.io.LongWritable.DecreasingComparator.compare(),0,1
1942,org.apache.hadoop.io.MD5Hash.Comparator.compare(),0,1
1943,org.apache.hadoop.io.NullWritable.Comparator.compare(),0,1
1944,org.apache.hadoop.io.RawComparator.compare(),0,0
1945,org.apache.hadoop.io.SequenceFile.Sorter.SortPass.SeqFileComparator.compare(),0,1
1946,org.apache.hadoop.io.serializer.DeserializerComparator.compare(),0,2
1947,org.apache.hadoop.io.serializer.JavaSerializationComparator.compare(),0,1
1948,org.apache.hadoop.io.ShortWritable.Comparator.compare(),0,3
1949,org.apache.hadoop.io.Text.Comparator.compare(),0,1
1950,org.apache.hadoop.io.UTF8.Comparator.compare(),0,1
1951,org.apache.hadoop.io.WritableComparator.compare(),0,1
1952,org.apache.hadoop.io.WritableComparator.compareBytes(),0,1
1953,org.apache.hadoop.io.WritableComparator.define(),0,1
1954,org.apache.hadoop.io.WritableComparator.get(),0,1
1955,org.apache.hadoop.io.WritableComparator.getKeyClass(),0,1
1956,org.apache.hadoop.io.WritableComparator.hashBytes(),0,2
1957,org.apache.hadoop.io.WritableComparator.newKey(),0,1
1958,org.apache.hadoop.io.WritableComparator.readDouble(),0,1
1959,org.apache.hadoop.io.WritableComparator.readFloat(),0,1
1960,org.apache.hadoop.io.WritableComparator.readInt(),0,1
1961,org.apache.hadoop.io.WritableComparator.readLong(),0,1
1962,org.apache.hadoop.io.WritableComparator.readUnsignedShort(),0,1
1963,org.apache.hadoop.io.WritableComparator.readVInt(),0,1
1964,org.apache.hadoop.io.WritableComparator.readVLong(),0,6
1965,org.apache.hadoop.record.RecordComparator.compare(),0,0
1966,org.apache.hadoop.record.RecordComparator.define(),0,0
1967,org.apache.hadoop.util.IndexedSortable.compare(),0,0
1968,org.apache.hadoop.util.IndexedSortable.swap(),0,0
1969,org.apache.hadoop.record.Utils.compareBytes(),0,0
1970,org.apache.hadoop.record.Utils.fromBinaryString(),0,0
