Kind,Name,Cyclomatic
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.access",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.append",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.create",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.createNonRecursive",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.createSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.delete",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.delete",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.deleteSnapshot",1
Private Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.fixFileStatus",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getAclStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getAllStoragePolicies",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getChildFileSystems",2
Private Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getChrootedPath",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getContentSummary",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getDefaultBlockSize",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getDefaultBlockSize",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getDefaultReplication",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getDefaultReplication",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getFileBlockLocations",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getFileChecksum",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getFileChecksum",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getHomeDirectory",4
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getLinkTarget",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getMountPoints",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getQuotaUsage",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getScheme",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getServerDefaults",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getServerDefaults",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getStatus",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getStoragePolicy",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getTrashRoot",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getTrashRoots",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getUri",1
Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getUriPath",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getUsed",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getWorkingDirectory",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.getXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.initialize",2
Protected Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.initialize.(Anon_1).getTargetFileSystem",1
Protected Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.initialize.(Anon_1).getTargetFileSystem",1
Protected Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.initialize.(Anon_1).getTargetFileSystem",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.listLocatedStatus",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.listLocatedStatus.(Anon_2).hasNext",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.listLocatedStatus.(Anon_2).next",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.listStatus",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.listXAttrs",1
Private Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.makeAbsolute",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.mkdirs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.modifyAclEntries",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.open",1
Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.readOnlyMountTable",1
Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.readOnlyMountTable",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.removeAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.removeAclEntries",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.removeDefaultAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.removeXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.rename",4
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.renameSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.resolvePath",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setOwner",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setPermission",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setReplication",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setStoragePolicy",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setTimes",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setVerifyChecksum",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setWorkingDirectory",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setWriteChecksum",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.setXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.truncate",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.unsetStoragePolicy",1
Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.verifyRenameStrategy",8
Private Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystem.wrapLocalFileStatus",2
Private Constructor,"org.apache.hadoop.fs.viewfs.ViewFileSystemUtil.ViewFileSystemUtil",1
Public Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystemUtil.getStatus",9
Public Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystemUtil.isViewFileSystem",1
Private Static Method,"org.apache.hadoop.fs.viewfs.ViewFileSystemUtil.updateMountPointFsStatus",1
Public Constructor,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.InternalDirOfViewFs",1
Private Static Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.checkPathIsSlash",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.createInternal",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.createSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.createSymlink",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.delete",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.deleteSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getAclStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getFileBlockLocations",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getFileChecksum",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getFileLinkStatus",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getFsStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getLinkTarget",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getServerDefaults",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getServerDefaults",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getUriDefaultPort",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.getXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.listStatus",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.listXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.mkdir",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.modifyAclEntries",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.open",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.removeAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.removeAclEntries",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.removeDefaultAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.removeXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.renameInternal",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.renameSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setOwner",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setPermission",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setReplication",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setStoragePolicy",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setTimes",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setVerifyChecksum",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.setXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.supportsSymlinks",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.InternalDirOfViewFs.truncate",1
Constructor,"org.apache.hadoop.fs.viewfs.ViewFs.MountPoint.MountPoint",1
Method,"org.apache.hadoop.fs.viewfs.ViewFs.MountPoint.getSrc",1
Method,"org.apache.hadoop.fs.viewfs.ViewFs.MountPoint.getTargets",1
Public Constructor,"org.apache.hadoop.fs.viewfs.ViewFs.ViewFs",1
Constructor,"org.apache.hadoop.fs.viewfs.ViewFs.ViewFs",1
Protected Method,"org.apache.hadoop.fs.viewfs.ViewFs.ViewFs.(Anon_1).getTargetFileSystem",2
Protected Method,"org.apache.hadoop.fs.viewfs.ViewFs.ViewFs.(Anon_1).getTargetFileSystem",1
Protected Method,"org.apache.hadoop.fs.viewfs.ViewFs.ViewFs.(Anon_1).getTargetFileSystem",1
Constructor,"org.apache.hadoop.fs.viewfs.ViewFs.WrappingRemoteIterator.WrappingRemoteIterator",1
Protected Abstract Method,"org.apache.hadoop.fs.viewfs.ViewFs.WrappingRemoteIterator.getViewFsFileStatus",0
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.WrappingRemoteIterator.hasNext",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.WrappingRemoteIterator.next",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.access",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.createInternal",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.createSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.createSymlink",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.delete",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.deleteSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getAclStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getDelegationTokens",4
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getFileBlockLocations",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getFileChecksum",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getFileLinkStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getFsStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getHomeDirectory",4
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getLinkTarget",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getMountPoints",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getServerDefaults",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getServerDefaults",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getStoragePolicy",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getUriDefaultPort",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.getXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.isValidName",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.listLocatedStatus",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.listLocatedStatus.(Anon_3).getViewFsFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.listStatus",4
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.listStatusIterator",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.listStatusIterator.(Anon_2).getViewFsFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.listXAttrs",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.mkdir",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.modifyAclEntries",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.open",1
Static Method,"org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable",1
Static Method,"org.apache.hadoop.fs.viewfs.ViewFs.readOnlyMountTable",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.removeAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.removeAclEntries",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.removeDefaultAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.removeXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.renameInternal",3
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.renameInternal",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.renameSnapshot",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.resolvePath",2
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setAcl",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setOwner",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setPermission",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setReplication",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setStoragePolicy",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setTimes",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setVerifyChecksum",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.setXAttr",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.supportsSymlinks",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.truncate",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFs.unsetStoragePolicy",1
Constructor,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.ViewFsFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.equals",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getAccessTime",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getBlockSize",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getGroup",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getLen",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getModificationTime",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getOwner",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getPath",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getPermission",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getReplication",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.getSymlink",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.hashCode",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.isDirectory",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.isFile",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.isSymlink",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsFileStatus.setPath",1
Constructor,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.ViewFsLocatedFileStatus",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.compareTo",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.equals",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getAccessTime",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getBlockLocations",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getBlockSize",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getGroup",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getLen",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getModificationTime",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getOwner",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getPath",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getPermission",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getReplication",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.getSymlink",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.hashCode",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.isDirectory",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.isFile",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.isSymlink",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.setPath",1
Public Method,"org.apache.hadoop.fs.viewfs.ViewFsLocatedFileStatus.setSymlink",1
Public Constructor,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElector",1
Public Constructor,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElector",3
Abstract Method,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElectorCallback.becomeActive",0
Abstract Method,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElectorCallback.becomeStandby",0
Abstract Method,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElectorCallback.enterNeutralMode",0
Abstract Method,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElectorCallback.fenceOldActive",0
Abstract Method,"org.apache.hadoop.ha.ActiveStandbyElector.ActiveStandbyElectorCallback.notifyFatalError",0
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.ConnectionState.valueOf",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.ConnectionState.values",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.State.valueOf",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.State.values",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.WatcherWithClientRef.process",3
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.WatcherWithClientRef.setZooKeeperRef",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.WatcherWithClientRef.waitForZKConnectionEvent",3
Abstract Method,"org.apache.hadoop.ha.ActiveStandbyElector.ZKAction.run",0
Method,"org.apache.hadoop.ha.ActiveStandbyElector.allowSessionReestablishmentForTests",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.becomeActive",4
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.becomeStandby",3
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.clearParentZNode",2
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.clearParentZNode.(Anon_1).run",1
Protected Method,"org.apache.hadoop.ha.ActiveStandbyElector.connectToZooKeeper",2
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.createConnection",4
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.createLockNodeAsync",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.createWithRetries",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.createWithRetries.(Anon_3).run",1
Protected Method,"org.apache.hadoop.ha.ActiveStandbyElector.createZooKeeper",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.deleteWithRetries",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.deleteWithRetries.(Anon_6).run",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.ensureParentZNode",5
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.enterNeutralMode",3
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.fatalError",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.fenceOldActive",4
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.fenceOldActive.(Anon_2).run",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.getActiveData",4
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.getDataWithRetries",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.getDataWithRetries.(Anon_4).run",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.getHAZookeeperConnectionState",1
Method,"org.apache.hadoop.ha.ActiveStandbyElector.getStateForTests",1
Method,"org.apache.hadoop.ha.ActiveStandbyElector.getZKSessionIdForTests",2
Method,"org.apache.hadoop.ha.ActiveStandbyElector.isMonitorLockNodePending",1
Private Static Method,"org.apache.hadoop.ha.ActiveStandbyElector.isNodeDoesNotExist",1
Private Static Method,"org.apache.hadoop.ha.ActiveStandbyElector.isNodeExists",1
Private Static Method,"org.apache.hadoop.ha.ActiveStandbyElector.isSessionExpired",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.isStaleClient",2
Private Static Method,"org.apache.hadoop.ha.ActiveStandbyElector.isSuccess",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.joinElection",4
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.joinElectionInternal",3
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.monitorActiveStatus",2
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.monitorLockNodeAsync",2
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.parentZNodeExists",2
Method,"org.apache.hadoop.ha.ActiveStandbyElector.preventSessionReestablishmentForTests",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.processResult",10
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.processResult",10
Method,"org.apache.hadoop.ha.ActiveStandbyElector.processWatchEvent",14
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.quitElection",2
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.reEstablishSession",5
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.reJoinElection",2
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.reJoinElectionAfterFailureToBecomeActive",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.reset",1
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.setAclsWithRetries",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.setAclsWithRetries.(Anon_7).run",2
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.setDataWithRetries",1
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.setDataWithRetries.(Anon_5).run",1
Private Static Method,"org.apache.hadoop.ha.ActiveStandbyElector.shouldRetry",1
Private Static Method,"org.apache.hadoop.ha.ActiveStandbyElector.shouldRetry",2
Protected Method,"org.apache.hadoop.ha.ActiveStandbyElector.sleepFor",3
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.terminateConnection",4
Public Method,"org.apache.hadoop.ha.ActiveStandbyElector.toString",2
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.tryDeleteOwnBreadCrumbNode",3
Private Method,"org.apache.hadoop.ha.ActiveStandbyElector.writeBreadCrumbNode",2
Private Generic Method,"org.apache.hadoop.ha.ActiveStandbyElector.zkDoWithRetries",1
Private Generic Method,"org.apache.hadoop.ha.ActiveStandbyElector.zkDoWithRetries",4
Public Constructor,"org.apache.hadoop.ha.BadFencingConfigurationException.BadFencingConfigurationException",1
Public Constructor,"org.apache.hadoop.ha.BadFencingConfigurationException.BadFencingConfigurationException",1
Public Constructor,"org.apache.hadoop.ha.FailoverController.FailoverController",1
Private Method,"org.apache.hadoop.ha.FailoverController.createReqInfo",1
Public Method,"org.apache.hadoop.ha.FailoverController.failover",9
Static Method,"org.apache.hadoop.ha.FailoverController.getGracefulFenceTimeout",1
Static Method,"org.apache.hadoop.ha.FailoverController.getRpcTimeoutToNewActive",1
Private Method,"org.apache.hadoop.ha.FailoverController.preFailoverChecks",8
Method,"org.apache.hadoop.ha.FailoverController.tryGracefulFence",4
Public Constructor,"org.apache.hadoop.ha.FailoverFailedException.FailoverFailedException",1
Public Constructor,"org.apache.hadoop.ha.FailoverFailedException.FailoverFailedException",1
Public Abstract Method,"org.apache.hadoop.ha.FenceMethod.checkArgs",0
Public Abstract Method,"org.apache.hadoop.ha.FenceMethod.tryFence",0
Protected Constructor,"org.apache.hadoop.ha.HAAdmin.HAAdmin",1
Protected Constructor,"org.apache.hadoop.ha.HAAdmin.HAAdmin",1
Public Constructor,"org.apache.hadoop.ha.HAAdmin.UsageInfo.UsageInfo",1
Private Method,"org.apache.hadoop.ha.HAAdmin.addFailoverCliOpts",1
Private Method,"org.apache.hadoop.ha.HAAdmin.addTransitionToActiveCliOpts",1
Private Method,"org.apache.hadoop.ha.HAAdmin.checkHealth",3
Private Method,"org.apache.hadoop.ha.HAAdmin.checkManualStateManagementOK",3
Private Method,"org.apache.hadoop.ha.HAAdmin.confirmForceManual",1
Private Method,"org.apache.hadoop.ha.HAAdmin.createReqInfo",1
